213.750025	213.750025	
214.206261	214.206261	
214.634420	214.634420	
215.536364	215.536364	
216.424269	216.424269	
216.891033	217.143718	
217.343760	217.343760	
221.997366	222.253560	
222.439564	222.439564	
222.878252	222.878252	
223.323959	223.531020	
223.850385	224.268017	
224.675120	224.878671	
225.306831	225.485816	
225.752538	225.977147	
226.229831	226.229831	
226.636934	226.636934	
227.093170	227.093170	
227.535368	227.988094	
228.412744	228.412744	
228.886528	228.886528	
229.293631	229.623524	
230.202593	230.202593	
231.122084	231.557263	
232.448677	232.448677	
232.883856	233.266392	
233.561191	233.561191	
234.003389	234.270111	
234.656157	235.101864	
235.551081	235.551081	
236.007317	236.007317	
236.424949	236.424949	
240.408239	240.408239	
240.857456	240.857456	
241.285616	241.285616	
241.738342	242.012083	
242.257749	242.257749	
242.629757	242.629757	
243.949331	243.949331	
244.388020	244.388020	
244.819689	244.819689	
245.251358	245.700575	
246.146283	246.146283	
247.472876	247.472876	
247.908055	247.908055	
248.360781	248.360781	
248.781922	249.217101	
249.669827	249.669827	
250.129573	250.129573	
251.656208	251.884326	
252.273881	252.768722	
253.656627	253.656627	
254.091806	254.091806	
254.537513	254.537513	
254.979711	254.979711	
255.207829	255.425419	
255.607913	256.078187	
257.201229	257.201229	
257.611841	257.611841	
258.741903	258.741903	
259.398180	259.661393	
262.293524	262.602360	
262.862064	263.381471	
263.841216	263.841216	
264.283414	264.283414	
265.810049	266.055715	
266.266285	266.908525	
268.235119	268.235119	
268.694864	268.694864	
269.119514	269.119514	
269.551184	269.551184	
270.031986	270.031986	
270.442599	270.442599	
270.867249	270.867249	
271.316466	271.316466	
271.765683	271.765683	
272.186823	272.186823	
272.600945	272.600945	
272.836082	273.078238	
273.348470	273.832782	
274.366227	274.366227	
274.794387	274.794387	
275.240094	275.240094	
275.643688	275.643688	
276.117471	276.117471	
276.352608	276.735144	
276.938696	277.872225	
278.300384	278.300384	
278.728544	278.728544	
279.191799	279.191799	
279.637506	279.637506	
280.090233	280.090233	
280.486807	282.431074	
284.691196	285.470307	
289.716810	290.601206	
